,0,1,2,3,4,5,6,7,8,9,10,date,discipline
70,71,,,IND,[IND] S.Sankar Muthusamy SUBRAMANIAN,,91814,22800,21,Asia,India,12/26/2023,MS
71,72,,,HKG,[HKG] CHAN Yin Chak,,57924,22330,11,Asia,Hong Kong China,12/26/2023,MS
72,73,,,KAZ,[KAZ] Dmitriy PANARIN,,82989,22310,20,Asia,Kazakhstan,12/26/2023,MS
73,74,,,IND,[IND] Sameer VERMA,,77003,21920,9,Asia,India,12/26/2023,MS
74,75,,,USA,[USA] Howard SHU,,46776,21869,25,Pan America,U.S.A.,12/26/2023,MS
75,76,,,GER,[GER] Kai SCHAEFER,,20808,21721,26,Europe,Germany,12/26/2023,MS
76,77,,,MEX,[MEX] Luis Ramon GARRIDO,,97943,21606,14,Pan America,Mexico,12/26/2023,MS
77,78,,,ESP,[ESP] Luís Enrique PEÑALVER,,71221,21591,22,Europe,Spain,12/26/2023,MS
78,79,,,FIN,[FIN] Joakim OLDORFF,,85563,21538,21,Europe,Finland,12/26/2023,MS
79,80,,,GER,[GER] Fabian ROTH,,57297,21356,23,Europe,Germany,12/26/2023,MS
80,81,,,DEN,[DEN] Victor SVENDSEN,,59420,21220,12,Europe,Denmark,12/26/2023,MS
81,82,,,SRI,[SRI] Viren NETTASINGHE,,64666,21170,16,Asia,Sri Lanka,12/26/2023,MS
82,83,,,VIE,[VIE] LE Duc Phat,,69345,20970,18,Asia,Vietnam,12/26/2023,MS
83,84,,,THA,[THA] Sitthikom THAMMASIN,,58963,20914,9,Asia,Thailand,12/26/2023,MS
84,85,,,INA,[INA] Tommy SUGIARTO,,14587,20750,11,Asia,Indonesia,12/26/2023,MS
85,86,,,JPN,[JPN] Riku HATANO,,62018,20650,14,Asia,Japan,12/26/2023,MS
86,87,,,AUT,[AUT] Collins Valentine FILIMON,,86887,20330,14,Europe,Austria,12/26/2023,MS
87,88,,,FRA,[FRA] Lucas CLAERBOUT,,89506,20314,12,Europe,France,12/26/2023,MS
88,89,,,ITA,[ITA] Fabio CAPONIO,,87691,20266,22,Europe,Italy,12/26/2023,MS
89,90,,,MAS,[MAS] Sholeh AIDIL,,79110,20120,12,Asia,Malaysia,12/26/2023,MS
90,91,,,UKR,[UKR] DANYLO BOSNIUK,,58328,20107,17,Europe,Ukraine,12/26/2023,MS
91,92,,,TPE,[TPE] WANG Po-Wei,,87029,20040,12,Asia,Chinese Taipei,12/26/2023,MS
92,93,,,IND,[IND] SAI PRANEETH B.,,42776,19780,15,Asia,India,12/26/2023,MS
93,94,,,DEN,[DEN] Hans-Kristian Solberg VITTINGHUS,,53753,19730,8,Europe,Denmark,12/26/2023,MS
94,95,,,IND,[IND] Meiraba Luwang MAISNAM,,91651,19253,22,Asia,India,12/26/2023,MS
95,96,,,TPE,[TPE] KUO Kuan Lin,,59077,18960,20,Asia,Chinese Taipei,12/26/2023,MS
96,97,,,IND,[IND] Chirag SEN,,83657,18890,18,Asia,India,12/26/2023,MS
97,98,,,GER,[GER] Max WEISSKIRCHEN,,84815,18583,20,Europe,Germany,12/26/2023,MS
98,99,,,VIE,[VIE] NGUYEN Hai Dang,,64648,18570,21,Asia,Vietnam,12/26/2023,MS
99,100,,,NED,[NED] Joran KWEEKEL,,62286,18555,16,Europe,Netherlands,12/26/2023,MS
0,1,,,DEN,[DEN] Viktor AXELSEN,,25831,105655,16,Europe,Denmark,1/2/2024),MS
1,2,,,JPN,[JPN] Kodai NARAOKA,,62063,83515,23,Asia,Japan,1/2/2024),MS
2,3,,,CHN,[CHN] LI Shi Feng,,95476,83398,23,Asia,China,1/2/2024),MS
3,4,,,INA,[INA] Anthony Sinisuka GINTING,,95661,83331,20,Asia,Indonesia,1/2/2024),MS
4,5,,,INA,[INA] Jonatan CHRISTIE,,73442,82111,18,Asia,Indonesia,1/2/2024),MS
5,6,,,CHN,[CHN] SHI Yu Qi,,57945,81824,22,Asia,China,1/2/2024),MS
6,7,,,THA,[THA] Kunlavut VITIDSARN,,64032,81578,19,Asia,Thailand,1/2/2024),MS
7,8,,,IND,[IND] PRANNOY H. S.,,83950,75487,20,Asia,India,1/2/2024),MS
8,9,,,DEN,[DEN] Anders ANTONSEN,,91554,70930,22,Europe,Denmark,1/2/2024),MS
9,10,,,SGP,[SGP] LOH Kean Yew,,76115,68362,22,Asia,Singapore,1/2/2024),MS
10,11,,,MAS,[MAS] LEE Zii Jia,,81561,68226,24,Asia,Malaysia,1/2/2024),MS
11,12,,,JPN,[JPN] Kenta NISHIMOTO,,85394,67217,27,Asia,Japan,1/2/2024),MS
12,13,,,JPN,[JPN] Kanta TSUNEYAMA,,57823,63821,23,Asia,Japan,1/2/2024),MS
13,14,,,TPE,[TPE] CHOU Tien Chen,,34810,61737,28,Asia,Chinese Taipei,1/2/2024),MS
14,15,,,MAS,[MAS] NG Tze Yong,,81362,59840,24,Asia,Malaysia,1/2/2024),MS
15,16,,,IND,[IND] Lakshya SEN,,68870,57851,22,Asia,India,1/2/2024),MS
16,17,,,HKG,[HKG] LEE Cheuk Yiu,,94780,57564,27,Asia,Hong Kong China,1/2/2024),MS
17,18,,,CHN,[CHN] WENG Hong Yang,,77042,57040,21,Asia,China,1/2/2024),MS
18,19,,,CHN,[CHN] LU Guang Zu,,77427,55570,20,Asia,China,1/2/2024),MS
19,20,,,HKG,[HKG] NG Ka Long Angus,,45171,54522,25,Asia,Hong Kong China,1/2/2024),MS
20,21,,,TPE,[TPE] LIN Chun-Yi,,86114,51528,26,Asia,Chinese Taipei,1/2/2024),MS
21,22,,,INA,[INA] Chico Aura DWI WARDOYO,,71408,49064,19,Asia,Indonesia,1/2/2024),MS
22,23,,,JPN,[JPN] Koki WATANABE,,97174,48920,17,Asia,Japan,1/2/2024),MS
23,24,,,IND,[IND] KIDAMBI Srikanth,,93627,48183,22,Asia,India,1/2/2024),MS
24,25,,,FRA,[FRA] Toma Junior POPOV,,61628,47859,24,Europe,France,1/2/2024),MS
25,26,,,CAN,[CAN] Brian YANG,,63122,47686,26,Pan America,Canada,1/2/2024),MS
26,27,,,FRA,[FRA] Christo POPOV,,72885,46269,21,Europe,France,1/2/2024),MS
27,28,,,TPE,[TPE] WANG Tzu Wei,,87375,46040,25,Asia,Chinese Taipei,1/2/2024),MS
28,29,,,DEN,[DEN] Rasmus GEMKE,,62855,45709,15,Europe,Denmark,1/2/2024),MS
29,30,,,CHN,[CHN] ZHAO Jun Peng,,95930,42708,16,Asia,China,1/2/2024),MS
30,31,,,IND,[IND] Priyanshu RAJAWAT,,69093,42110,17,Asia,India,1/2/2024),MS
31,32,,,DEN,[DEN] Magnus JOHANNESEN,,97030,39950,20,Europe,Denmark,1/2/2024),MS
32,33,,,TPE,[TPE] LEE Chia Hao,,59322,38548,23,Asia,Chinese Taipei,1/2/2024),MS
33,34,,,JPN,[JPN] Takuma OBAYASHI,,74076,38220,12,Asia,Japan,1/2/2024),MS
34,35,,,TPE,[TPE] SU Li Yang,,94397,38150,20,Asia,Chinese Taipei,1/2/2024),MS
35,36,,,THA,[THA] Kantaphon WANGCHAROEN,,92508,38024,25,Asia,Thailand,1/2/2024),MS
36,37,,,IND,[IND] Kiran GEORGE,,68317,36490,20,Asia,India,1/2/2024),MS
37,38,,,JPN,[JPN] Kento MOMOTA,,89785,36300,12,Asia,Japan,1/2/2024),MS
38,39,,,MAS,[MAS] LEONG Jun Hao,,84838,36298,17,Asia,Malaysia,1/2/2024),MS
39,40,,,TPE,[TPE] CHI Yu Jen,,77848,35770,21,Asia,Chinese Taipei,1/2/2024),MS
40,41,,,IRL,[IRL] Nhat NGUYEN,,85095,35343,21,Europe,Ireland,1/2/2024),MS
41,42,,,GUA,[GUA] Kevin CORDON,,54897,35282,15,Pan America,Guatemala,1/2/2024),MS
42,43,,,FRA,[FRA] Alex LANIER,,94580,34170,13,Europe,France,1/2/2024),MS
43,44,,,FRA,[FRA] Arnaud MERKLE,,59543,34077,16,Europe,France,1/2/2024),MS
44,45,,,ISR,[ISR] Misha ZILBERMAN,,52953,33731,18,Europe,Israel,1/2/2024),MS
45,46,,,BEL,[BEL] Julien CARRAGGI,,70399,33547,21,Europe,Belgium,1/2/2024),MS
46,47,,,BRA,[BRA] Ygor COELHO,,96429,32830,18,Pan America,Brazil,1/2/2024),MS
47,48,,,CHN,[CHN] LEI Lan Xi,,91673,32347,11,Asia,China,1/2/2024),MS
48,49,,,CZE,[CZE] Jan LOUDA,,61423,31416,18,Europe,Czechia,1/2/2024),MS
49,50,,,INA,[INA] Shesar Hiren RHUSTAVITO,,81887,30770,11,Asia,Indonesia,1/2/2024),MS
50,51,,,IND,[IND] Sathish Kumar KARUNAKARAN,,79164,30660,19,Asia,India,1/2/2024),MS
51,52,,,NED,[NED] Mark CALJOUW,,76973,30175,18,Europe,Netherlands,1/2/2024),MS
52,53,,,DEN,[DEN] Mads CHRISTOPHERSEN,,83938,29990,19,Europe,Denmark,1/2/2024),MS
53,54,,,ESA,[ESA] Uriel Francisco CANJURA ARTIGA,,74579,29750,16,Pan America,El Salvador,1/2/2024),MS
54,55,,,TPE,[TPE] HUANG Yu Kai,,98595,29330,20,Asia,Chinese Taipei,1/2/2024),MS
55,56,,,JPN,[JPN] Yushi TANAKA,,86672,28990,13,Asia,Japan,1/2/2024),MS
56,57,,,KOR,[KOR] JEON Hyeok Jin,,65580,28899,17,Asia,Korea,1/2/2024),MS
57,58,,,FIN,[FIN] Kalle KOLJONEN,,92655,28436,18,Europe,Finland,1/2/2024),MS
58,59,,,BRA,[BRA] Jonathan MATIAS,,86470,27421,19,Pan America,Brazil,1/2/2024),MS
59,60,,,INA,[INA] Alwi FARHAN,,58089,27150,11,Asia,Indonesia,1/2/2024),MS
60,61,,,SGP,[SGP] Jia Heng Jason TEH,,82606,27096,17,Asia,Singapore,1/2/2024),MS
61,62,,,MAS,[MAS] CHEAM June Wei,,92796,26830,19,Asia,Malaysia,1/2/2024),MS
62,63,,,AZE,[AZE] Ade Resky DWICAHYO,,78890,26217,22,Europe,Azerbaijan,1/2/2024),MS
63,64,,,IND,[IND] Mithun MANJUNATH,,62720,25480,20,Asia,India,1/2/2024),MS
64,65,,,JPN,[JPN] Koo TAKAHASHI,,86230,24620,13,Asia,Japan,1/2/2024),MS
65,66,,,MAS,[MAS] Justin HOH,,68392,24000,8,Asia,Malaysia,1/2/2024),MS
66,67,,,ESP,[ESP] Pablo ABIAN,,14251,23886,22,Europe,Spain,1/2/2024),MS
67,68,,,ITA,[ITA] Giovanni TOTI,,69253,23851,23,Europe,Italy,1/2/2024),MS
68,69,,,TPE,[TPE] LIAO Jhuo-Fu,,64081,23703,17,Asia,Chinese Taipei,1/2/2024),MS
69,70,,,MAS,[MAS] SOONG Joo Ven,,87117,23610,20,Asia,Malaysia,1/2/2024),MS
70,71,,,IND,[IND] S.Sankar Muthusamy SUBRAMANIAN,,91814,22800,21,Asia,India,1/2/2024),MS
71,72,,,HKG,[HKG] CHAN Yin Chak,,57924,22330,11,Asia,Hong Kong China,1/2/2024),MS
72,73,,,KAZ,[KAZ] Dmitriy PANARIN,,82989,22310,20,Asia,Kazakhstan,1/2/2024),MS
73,74,,,IND,[IND] Sameer VERMA,,77003,21920,9,Asia,India,1/2/2024),MS
74,75,,,USA,[USA] Howard SHU,,46776,21869,25,Pan America,U.S.A.,1/2/2024),MS
75,76,,,GER,[GER] Kai SCHAEFER,,20808,21721,26,Europe,Germany,1/2/2024),MS
76,77,,,MEX,[MEX] Luis Ramon GARRIDO,,97943,21606,14,Pan America,Mexico,1/2/2024),MS
77,78,,,ESP,[ESP] Luís Enrique PEÑALVER,,71221,21591,22,Europe,Spain,1/2/2024),MS
78,79,,,FIN,[FIN] Joakim OLDORFF,,85563,21538,21,Europe,Finland,1/2/2024),MS
79,80,,,GER,[GER] Fabian ROTH,,57297,21356,23,Europe,Germany,1/2/2024),MS
80,81,,,DEN,[DEN] Victor SVENDSEN,,59420,21220,12,Europe,Denmark,1/2/2024),MS
81,82,,,SRI,[SRI] Viren NETTASINGHE,,64666,21170,16,Asia,Sri Lanka,1/2/2024),MS
82,83,,,VIE,[VIE] LE Duc Phat,,69345,20970,18,Asia,Vietnam,1/2/2024),MS
83,84,,,THA,[THA] Sitthikom THAMMASIN,,58963,20914,9,Asia,Thailand,1/2/2024),MS
84,85,,,INA,[INA] Tommy SUGIARTO,,14587,20750,11,Asia,Indonesia,1/2/2024),MS
85,86,,,JPN,[JPN] Riku HATANO,,62018,20650,14,Asia,Japan,1/2/2024),MS
86,87,,,AUT,[AUT] Collins Valentine FILIMON,,86887,20330,14,Europe,Austria,1/2/2024),MS
87,88,,,FRA,[FRA] Lucas CLAERBOUT,,89506,20314,12,Europe,France,1/2/2024),MS
88,89,,,ITA,[ITA] Fabio CAPONIO,,87691,20266,22,Europe,Italy,1/2/2024),MS
89,90,,,MAS,[MAS] Sholeh AIDIL,,79110,20120,12,Asia,Malaysia,1/2/2024),MS
90,91,,,UKR,[UKR] DANYLO BOSNIUK,,58328,20107,17,Europe,Ukraine,1/2/2024),MS
91,92,,,TPE,[TPE] WANG Po-Wei,,87029,20040,12,Asia,Chinese Taipei,1/2/2024),MS
92,93,,,IND,[IND] SAI PRANEETH B.,,42776,19780,15,Asia,India,1/2/2024),MS
93,94,,,DEN,[DEN] Hans-Kristian Solberg VITTINGHUS,,53753,19730,8,Europe,Denmark,1/2/2024),MS
94,95,,,IND,[IND] Meiraba Luwang MAISNAM,,91651,19253,22,Asia,India,1/2/2024),MS
95,96,,,TPE,[TPE] KUO Kuan Lin,,59077,18960,20,Asia,Chinese Taipei,1/2/2024),MS
96,97,,,IND,[IND] Chirag SEN,,83657,18890,18,Asia,India,1/2/2024),MS
97,98,,,GER,[GER] Max WEISSKIRCHEN,,84815,18583,20,Europe,Germany,1/2/2024),MS
98,99,,,VIE,[VIE] NGUYEN Hai Dang,,64648,18570,21,Asia,Vietnam,1/2/2024),MS
99,100,,,NED,[NED] Joran KWEEKEL,,62286,18555,16,Europe,Netherlands,1/2/2024),MS
0,1,,,DEN,[DEN] Viktor AXELSEN,,25831,105655,16,Europe,Denmark,1/9/2024),MS
1,2,,,JPN,[JPN] Kodai NARAOKA,,62063,83515,23,Asia,Japan,1/9/2024),MS
2,3,,,CHN,[CHN] LI Shi Feng,,95476,83398,23,Asia,China,1/9/2024),MS
3,4,,,INA,[INA] Anthony Sinisuka GINTING,,95661,83331,20,Asia,Indonesia,1/9/2024),MS
4,5,,,INA,[INA] Jonatan CHRISTIE,,73442,82111,18,Asia,Indonesia,1/9/2024),MS
5,6,,,CHN,[CHN] SHI Yu Qi,,57945,81824,22,Asia,China,1/9/2024),MS
6,7,,,THA,[THA] Kunlavut VITIDSARN,,64032,81578,19,Asia,Thailand,1/9/2024),MS
7,8,,,IND,[IND] PRANNOY H. S.,,83950,75487,20,Asia,India,1/9/2024),MS
8,9,,,DEN,[DEN] Anders ANTONSEN,,91554,70930,22,Europe,Denmark,1/9/2024),MS
9,10,,,SGP,[SGP] LOH Kean Yew,,76115,68362,22,Asia,Singapore,1/9/2024),MS
10,11,,,MAS,[MAS] LEE Zii Jia,,81561,68226,24,Asia,Malaysia,1/9/2024),MS
11,12,,,JPN,[JPN] Kenta NISHIMOTO,,85394,67217,27,Asia,Japan,1/9/2024),MS
12,13,,,JPN,[JPN] Kanta TSUNEYAMA,,57823,63821,23,Asia,Japan,1/9/2024),MS
13,14,,,TPE,[TPE] CHOU Tien Chen,,34810,61737,28,Asia,Chinese Taipei,1/9/2024),MS
14,15,,,MAS,[MAS] NG Tze Yong,,81362,59840,24,Asia,Malaysia,1/9/2024),MS
15,16,,,IND,[IND] Lakshya SEN,,68870,57851,22,Asia,India,1/9/2024),MS
16,17,,,HKG,[HKG] LEE Cheuk Yiu,,94780,57564,27,Asia,Hong Kong China,1/9/2024),MS
17,18,,,CHN,[CHN] WENG Hong Yang,,77042,57040,21,Asia,China,1/9/2024),MS
18,19,,,CHN,[CHN] LU Guang Zu,,77427,55570,20,Asia,China,1/9/2024),MS
19,20,,,HKG,[HKG] NG Ka Long Angus,,45171,54522,25,Asia,Hong Kong China,1/9/2024),MS
20,21,,,TPE,[TPE] LIN Chun-Yi,,86114,51528,26,Asia,Chinese Taipei,1/9/2024),MS
21,22,,,INA,[INA] Chico Aura DWI WARDOYO,,71408,49064,19,Asia,Indonesia,1/9/2024),MS
22,23,,,JPN,[JPN] Koki WATANABE,,97174,48920,17,Asia,Japan,1/9/2024),MS
23,24,,,IND,[IND] KIDAMBI Srikanth,,93627,48183,22,Asia,India,1/9/2024),MS
24,25,,,FRA,[FRA] Toma Junior POPOV,,61628,47859,24,Europe,France,1/9/2024),MS
25,26,,,CAN,[CAN] Brian YANG,,63122,47686,26,Pan America,Canada,1/9/2024),MS
26,27,,,FRA,[FRA] Christo POPOV,,72885,46269,21,Europe,France,1/9/2024),MS
27,28,,,TPE,[TPE] WANG Tzu Wei,,87375,46040,25,Asia,Chinese Taipei,1/9/2024),MS
28,29,,,DEN,[DEN] Rasmus GEMKE,,62855,45709,15,Europe,Denmark,1/9/2024),MS
29,30,,,CHN,[CHN] ZHAO Jun Peng,,95930,42708,16,Asia,China,1/9/2024),MS
30,31,,,IND,[IND] Priyanshu RAJAWAT,,69093,42110,17,Asia,India,1/9/2024),MS
31,32,,,DEN,[DEN] Magnus JOHANNESEN,,97030,39950,20,Europe,Denmark,1/9/2024),MS
32,33,,,TPE,[TPE] LEE Chia Hao,,59322,38548,23,Asia,Chinese Taipei,1/9/2024),MS
33,34,,,JPN,[JPN] Takuma OBAYASHI,,74076,38220,12,Asia,Japan,1/9/2024),MS
34,35,,,TPE,[TPE] SU Li Yang,,94397,38150,20,Asia,Chinese Taipei,1/9/2024),MS
35,36,,,THA,[THA] Kantaphon WANGCHAROEN,,92508,38024,25,Asia,Thailand,1/9/2024),MS
36,37,,,IND,[IND] Kiran GEORGE,,68317,36490,20,Asia,India,1/9/2024),MS
37,38,,,JPN,[JPN] Kento MOMOTA,,89785,36300,12,Asia,Japan,1/9/2024),MS
38,39,,,MAS,[MAS] LEONG Jun Hao,,84838,36298,17,Asia,Malaysia,1/9/2024),MS
39,40,,,TPE,[TPE] CHI Yu Jen,,77848,35770,21,Asia,Chinese Taipei,1/9/2024),MS
40,41,,,IRL,[IRL] Nhat NGUYEN,,85095,35343,21,Europe,Ireland,1/9/2024),MS
41,42,,,GUA,[GUA] Kevin CORDON,,54897,35282,15,Pan America,Guatemala,1/9/2024),MS
42,43,,,FRA,[FRA] Alex LANIER,,94580,34170,13,Europe,France,1/9/2024),MS
43,44,,,FRA,[FRA] Arnaud MERKLE,,59543,34077,16,Europe,France,1/9/2024),MS
44,45,,,ISR,[ISR] Misha ZILBERMAN,,52953,33731,18,Europe,Israel,1/9/2024),MS
45,46,,,BEL,[BEL] Julien CARRAGGI,,70399,33547,21,Europe,Belgium,1/9/2024),MS
46,47,,,BRA,[BRA] Ygor COELHO,,96429,32830,18,Pan America,Brazil,1/9/2024),MS
47,48,,,CHN,[CHN] LEI Lan Xi,,91673,32347,11,Asia,China,1/9/2024),MS
48,49,,,CZE,[CZE] Jan LOUDA,,61423,31416,18,Europe,Czechia,1/9/2024),MS
49,50,,,INA,[INA] Shesar Hiren RHUSTAVITO,,81887,30770,11,Asia,Indonesia,1/9/2024),MS
50,51,,,IND,[IND] Sathish Kumar KARUNAKARAN,,79164,30660,19,Asia,India,1/9/2024),MS
51,52,,,NED,[NED] Mark CALJOUW,,76973,30175,18,Europe,Netherlands,1/9/2024),MS
52,53,,,DEN,[DEN] Mads CHRISTOPHERSEN,,83938,29990,19,Europe,Denmark,1/9/2024),MS
53,54,,,ESA,[ESA] Uriel Francisco CANJURA ARTIGA,,74579,29750,16,Pan America,El Salvador,1/9/2024),MS
54,55,,,TPE,[TPE] HUANG Yu Kai,,98595,29330,20,Asia,Chinese Taipei,1/9/2024),MS
55,56,,,JPN,[JPN] Yushi TANAKA,,86672,28990,13,Asia,Japan,1/9/2024),MS
56,57,,,KOR,[KOR] JEON Hyeok Jin,,65580,28899,17,Asia,Korea,1/9/2024),MS
57,58,,,FIN,[FIN] Kalle KOLJONEN,,92655,28436,18,Europe,Finland,1/9/2024),MS
58,59,,,BRA,[BRA] Jonathan MATIAS,,86470,27421,19,Pan America,Brazil,1/9/2024),MS
59,60,,,INA,[INA] Alwi FARHAN,,58089,27150,11,Asia,Indonesia,1/9/2024),MS
60,61,,,SGP,[SGP] Jia Heng Jason TEH,,82606,27096,17,Asia,Singapore,1/9/2024),MS
61,62,,,MAS,[MAS] CHEAM June Wei,,92796,26830,19,Asia,Malaysia,1/9/2024),MS
62,63,,,AZE,[AZE] Ade Resky DWICAHYO,,78890,26217,22,Europe,Azerbaijan,1/9/2024),MS
63,64,,,IND,[IND] Mithun MANJUNATH,,62720,25480,20,Asia,India,1/9/2024),MS
64,65,,,JPN,[JPN] Koo TAKAHASHI,,86230,24620,13,Asia,Japan,1/9/2024),MS
65,66,,,MAS,[MAS] Justin HOH,,68392,24000,8,Asia,Malaysia,1/9/2024),MS
66,67,,,ESP,[ESP] Pablo ABIAN,,14251,23886,22,Europe,Spain,1/9/2024),MS
67,68,,,ITA,[ITA] Giovanni TOTI,,69253,23851,23,Europe,Italy,1/9/2024),MS
68,69,,,TPE,[TPE] LIAO Jhuo-Fu,,64081,23703,17,Asia,Chinese Taipei,1/9/2024),MS
69,70,,,MAS,[MAS] SOONG Joo Ven,,87117,23610,20,Asia,Malaysia,1/9/2024),MS
70,71,,,IND,[IND] S.Sankar Muthusamy SUBRAMANIAN,,91814,22800,21,Asia,India,1/9/2024),MS
71,72,,,HKG,[HKG] CHAN Yin Chak,,57924,22330,11,Asia,Hong Kong China,1/9/2024),MS
72,73,,,KAZ,[KAZ] Dmitriy PANARIN,,82989,22310,20,Asia,Kazakhstan,1/9/2024),MS
73,74,,,IND,[IND] Sameer VERMA,,77003,21920,9,Asia,India,1/9/2024),MS
74,75,,,USA,[USA] Howard SHU,,46776,21869,25,Pan America,U.S.A.,1/9/2024),MS
75,76,,,GER,[GER] Kai SCHAEFER,,20808,21721,26,Europe,Germany,1/9/2024),MS
76,77,,,MEX,[MEX] Luis Ramon GARRIDO,,97943,21606,14,Pan America,Mexico,1/9/2024),MS
77,78,,,ESP,[ESP] Luís Enrique PEÑALVER,,71221,21591,22,Europe,Spain,1/9/2024),MS
78,79,,,FIN,[FIN] Joakim OLDORFF,,85563,21538,21,Europe,Finland,1/9/2024),MS
79,80,,,GER,[GER] Fabian ROTH,,57297,21356,23,Europe,Germany,1/9/2024),MS
80,81,,,DEN,[DEN] Victor SVENDSEN,,59420,21220,12,Europe,Denmark,1/9/2024),MS
81,82,,,SRI,[SRI] Viren NETTASINGHE,,64666,21170,16,Asia,Sri Lanka,1/9/2024),MS
82,83,,,VIE,[VIE] LE Duc Phat,,69345,20970,18,Asia,Vietnam,1/9/2024),MS
83,84,,,THA,[THA] Sitthikom THAMMASIN,,58963,20914,9,Asia,Thailand,1/9/2024),MS
84,85,,,INA,[INA] Tommy SUGIARTO,,14587,20750,11,Asia,Indonesia,1/9/2024),MS
85,86,,,JPN,[JPN] Riku HATANO,,62018,20650,14,Asia,Japan,1/9/2024),MS
86,87,,,AUT,[AUT] Collins Valentine FILIMON,,86887,20330,14,Europe,Austria,1/9/2024),MS
87,88,,,FRA,[FRA] Lucas CLAERBOUT,,89506,20314,12,Europe,France,1/9/2024),MS
88,89,,,ITA,[ITA] Fabio CAPONIO,,87691,20266,22,Europe,Italy,1/9/2024),MS
89,90,,,MAS,[MAS] Sholeh AIDIL,,79110,20120,12,Asia,Malaysia,1/9/2024),MS
90,91,,,UKR,[UKR] DANYLO BOSNIUK,,58328,20107,17,Europe,Ukraine,1/9/2024),MS
91,92,,,TPE,[TPE] WANG Po-Wei,,87029,20040,12,Asia,Chinese Taipei,1/9/2024),MS
92,93,,,IND,[IND] SAI PRANEETH B.,,42776,19780,15,Asia,India,1/9/2024),MS
93,94,,,DEN,[DEN] Hans-Kristian Solberg VITTINGHUS,,53753,19730,8,Europe,Denmark,1/9/2024),MS
94,95,,,IND,[IND] Meiraba Luwang MAISNAM,,91651,19253,22,Asia,India,1/9/2024),MS
95,96,,,TPE,[TPE] KUO Kuan Lin,,59077,18960,20,Asia,Chinese Taipei,1/9/2024),MS
96,97,,,IND,[IND] Chirag SEN,,83657,18890,18,Asia,India,1/9/2024),MS
97,98,,,GER,[GER] Max WEISSKIRCHEN,,84815,18583,20,Europe,Germany,1/9/2024),MS
98,99,,,VIE,[VIE] NGUYEN Hai Dang,,64648,18570,21,Asia,Vietnam,1/9/2024),MS
99,100,,,NED,[NED] Joran KWEEKEL,,62286,18555,16,Europe,Netherlands,1/9/2024),MS
0,1,,,DEN,[DEN] Viktor AXELSEN,,25831,102055,16,Europe,Denmark,1/16/2024),MS
1,2,4,,CHN,[CHN] SHI Yu Qi,,57945,85604,22,Asia,China,1/16/2024),MS
2,3,,,CHN,[CHN] LI Shi Feng,,95476,83948,23,Asia,China,1/16/2024),MS
3,4,,,INA,[INA] Anthony Sinisuka GINTING,,95661,82781,20,Asia,Indonesia,1/16/2024),MS
4,5,,,INA,[INA] Jonatan CHRISTIE,,73442,82111,18,Asia,Indonesia,1/16/2024),MS
5,6,4,,JPN,[JPN] Kodai NARAOKA,,62063,79915,23,Asia,Japan,1/16/2024),MS
6,7,2,,DEN,[DEN] Anders ANTONSEN,,91554,78130,22,Europe,Denmark,1/16/2024),MS
7,8,1,,THA,[THA] Kunlavut VITIDSARN,,64032,77978,19,Asia,Thailand,1/16/2024),MS
8,9,1,,IND,[IND] PRANNOY H. S.,,83950,73687,20,Asia,India,1/16/2024),MS
9,10,1,,MAS,[MAS] LEE Zii Jia,,81561,68226,24,Asia,Malaysia,1/16/2024),MS
10,11,1,,SGP,[SGP] LOH Kean Yew,,76115,66082,22,Asia,Singapore,1/16/2024),MS
11,12,,,JPN,[JPN] Kenta NISHIMOTO,,85394,65657,27,Asia,Japan,1/16/2024),MS
12,13,1,,TPE,[TPE] CHOU Tien Chen,,34810,61737,28,Asia,Chinese Taipei,1/16/2024),MS
13,14,1,,MAS,[MAS] NG Tze Yong,,81362,59360,24,Asia,Malaysia,1/16/2024),MS
14,15,2,,JPN,[JPN] Kanta TSUNEYAMA,,57823,59021,23,Asia,Japan,1/16/2024),MS
15,16,2,,CHN,[CHN] WENG Hong Yang,,77042,58840,21,Asia,China,1/16/2024),MS
16,17,2,,CHN,[CHN] LU Guang Zu,,77427,58320,20,Asia,China,1/16/2024),MS
17,18,1,,HKG,[HKG] LEE Cheuk Yiu,,94780,58044,27,Asia,Hong Kong China,1/16/2024),MS
18,19,3,,IND,[IND] Lakshya SEN,,68870,57851,22,Asia,India,1/16/2024),MS
19,20,,,HKG,[HKG] NG Ka Long Angus,,45171,56802,25,Asia,Hong Kong China,1/16/2024),MS
20,21,,,TPE,[TPE] LIN Chun-Yi,,86114,56078,27,Asia,Chinese Taipei,1/16/2024),MS
21,22,1,,JPN,[JPN] Koki WATANABE,,97174,50690,18,Asia,Japan,1/16/2024),MS
22,23,3,,CAN,[CAN] Brian YANG,,63122,49486,26,Pan America,Canada,1/16/2024),MS
23,24,1,,FRA,[FRA] Toma Junior POPOV,,61628,49459,24,Europe,France,1/16/2024),MS
24,25,1,,IND,[IND] KIDAMBI Srikanth,,93627,49133,22,Asia,India,1/16/2024),MS
25,26,4,,INA,[INA] Chico Aura DWI WARDOYO,,71408,47264,18,Asia,Indonesia,1/16/2024),MS
26,27,,,FRA,[FRA] Christo POPOV,,72885,46269,22,Europe,France,1/16/2024),MS
27,28,,,TPE,[TPE] WANG Tzu Wei,,87375,46040,25,Asia,Chinese Taipei,1/16/2024),MS
